path,blob_sha,lot_proprietaire,methodes,analyses_applicables,raison_exclusion
scripts/proof/prove_gpu_nvidia_e2e.py,800b6a3e0832c9e2674b4e2e78b200e17b73ba87,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/proof/prove_openbao_prod.py,4041a28c6778cf7edbfc79ff67418a1a26b8ad31,L08,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-secrets,
scripts/proof/prove_ubuntu_vierge.sh,8e7a90c1dffe22e2821a5a4e8ea1deca145be8f3,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/proof/prove_ubuntu_vierge_inner.py,8e2ef8a45d58d5b81fddd5c37d41e4ccc6a6b8a4,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/rall.py,1811e85104b20e541672aaff5a19fa1ea2dbeea4,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/rall_verify_urls.py,261e07dfef4b762d52326b9fb3ab2c882db09333,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/reeval_defaults.py,89384f10be80bbad1bd6ba631e8a5dfa095ebc46,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/registre.py,bb24ff3183343d73ba35fa5e6c0cac0e456c3717,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/reviews_gate.py,4077ec6bb0f40aab61bbd8020fd04de7fcb6c490,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/revue.py,52fa79848f45eb9773a42d088dc92dcbb196424e,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/sentinelle_sweep.py,69dbfc3b0d4cebd257ade983377327d13e504a52,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/tally.py,447263161281cecdb06e2b26e64564bd432735dc,L14,SCAN,ruff|mypy|couverture|execution-gates,
scripts/traductions.py,5945b868dc5997ac0d246c294c23edc0ea9908f3,L14,SCAN,ruff|mypy|couverture|execution-gates,
sonar-project.properties,62882660676a88781f5474e5b8d6e152e7eac20d,L18,SCAN|LECTURE,revue-manuelle,
src/README.md,ef68a6eb126ba2312d361f8c1857428ceea77c66,L15,LECTURE,reconciliation-affirmations,
src/forgeai/__init__.py,3fdb79ae44553f1081388eb57a6f6b19b9ff6044,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/__main__.py,d453ed5cb21496c208ed84e4bb9c6d0b92d1d198,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/audit/__init__.py,a19e29a2a171d696ea9d9417f5d5f8e22e5eae77,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/audit/immudb.py,9aa38dca37fa728727cfb13f41f75e6e09e62725,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/bootstrap/__init__.py,c2581bf86224995f0f5be534b491c36817ed56ca,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/bootstrap/secrets.py,4de1c2016946e3b2c1fada50d9af2c63512902b5,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/catalogue/__init__.py,1ad3e7c9faf05869c6a7a33cd6b62d1975e234e4,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/catalogue/loader.py,8339b2a259186e82ff0a0f614d86d2f1de5c56bf,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/catalogue/spheres.py,0a6224d4bd5da26da4b96c2f02a63f4ea2233c5c,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/catalogue/supply.py,5f660d8abbf6c936548691da805cb2f125770095,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/cli.py,a36ab4eaffc1ed95971e164697136b7bb79fa3b0,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/cluster.py,4d42617de0ce816e1350b027c7dabe43c45ccb60,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/core/__init__.py,910aa2f4a09c394c4c5f00690bb35b0eb25d3c39,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/core/_portable_lock.py,c3e0fede97955103f65f9790e14bf36689e0ec17,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/core/models.py,d5b48b7d282d10393ae3743d0be52ead178e220b,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/core/proc.py,45f949791f454ee7b0e82040315f4e96d34f24cd,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/core/redaction.py,6ec3ed31458af01641215e21bd85dfd60ca77469,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/core/registre.py,b249326bbdf96d4d5d3b88b3c241ff68d821223f,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/core/registre_ancrage.py,62b8e81732494de174a80d42a4e7bbf80e6e2ac2,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/core/registre_completude.py,aa5e5697c0d71c728081d9929a691911e346e795,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/core/runner.py,d5a59ea8886f04aa9fccf11cf2eb16b88fd60df8,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/core/validation.py,aaed099c8273e8e1cb4683878c9237282e102602,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/data/__init__.py,972dd4c617998fc5449aa37cfd8843740933e156,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/data/catalogue.json,51a79d360d099f89e26689a1caf748cb594fd421,L09,SCRIPT,sha256-sidecar|unicite-ids,
src/forgeai/data/catalogue.schema.json,42767f426d63080fa905f0354709c5e604ecf8d0,L18,SCRIPT,parse-strict,
src/forgeai/data/catalogue.sha256,571d843877705d96c62b7ecbb23dc43c92b2e30e,L09,SCRIPT,sha256-sidecar|unicite-ids,
src/forgeai/data/deploy-hardened.json,2dc485c4383c7c90c0d3bea4609acb5c5c08ee1f,L18,SCRIPT,parse-strict,
src/forgeai/data/deploy-minimal.json,23f1e5732bba38b0c8e5dc58579a8eb8ac794af7,L18,SCRIPT,parse-strict,
src/forgeai/data/deploy-specs.json,ec9eff9e3b2f78a7b850a34141ffa2d1076bf644,L18,SCRIPT,parse-strict,
src/forgeai/data/locales/en.json,131c0305f625f8f7a9994137a3b6bcf811b3041b,L18,SCRIPT,parse-strict,
src/forgeai/data/locales/fr.json,4a27d3676731a6feb7ef3a3ad0ac9b49a56d9dce,L18,SCRIPT,parse-strict,
src/forgeai/data/modeles-locaux.json,85add603bb64287df8778fbc0fd7312e88f76460,L18,SCRIPT,parse-strict,
src/forgeai/data/moteurs-inference.json,3603e0097bfaeedbce4fd7bebba23dd4d94a8739,L18,SCRIPT,parse-strict,
src/forgeai/data/openbao.hcl,b72aee56819742ef454c8a015d4a8852d99433c2,L08,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-secrets,
src/forgeai/data/signatures-infra.json,f4022075deafd0f210f67ae35c9eed5966a9d280,L18,SCRIPT,parse-strict,
src/forgeai/data/smoke/verification-durci.md,febc541ae7e2665b934471c5052215c5be71e85a,L15,LECTURE,reconciliation-affirmations,
src/forgeai/data/smoke/verification.md,197c1e1281132dc2fc3bbb3c8bfa70ec33392d3e,L15,LECTURE,reconciliation-affirmations,
src/forgeai/data/stacks/agentique.json,8697bbd844942d2957439f6c3dbff66748180d77,L18,SCRIPT,parse-strict,
src/forgeai/data/stacks/assistant-entreprise.json,43e49c84563eebeda98d24427155f2d18c6652de,L18,SCRIPT,parse-strict,
src/forgeai/data/stacks/automatisation.json,cae48ceee4632de4a6d75fcbe0b578e1698e7b24,L18,SCRIPT,parse-strict,
src/forgeai/data/stacks/mlops.json,e6c17dcbfa3bc18db728ee6010c96cb85af2a209,L18,SCRIPT,parse-strict,
src/forgeai/data/stacks/support-conversationnel.json,d76c0d379d71d7a48556bdd3490b71bc26d9a971,L18,SCRIPT,parse-strict,
src/forgeai/data/stacks/tout-en-un.json,e8934628b9dab6bcdfdb283b2bd590a30b515e2c,L18,SCRIPT,parse-strict,
src/forgeai/deploy/__init__.py,bce4ece7fbc55b22b2170ddd15ccc41caac2a6da,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/deploy/compose.py,ed84122d90a7e182f3525ae2ddc10547f4a76243,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/deploy/k3s.py,0d42ffa002692e87280531524f05736d53e12566,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/deploy/openbao_flow.py,1e15af0c1ebfe85684c33fbdd90e3be7052eb4b6,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/deploy/operators.py,3c6c0a46dedd92206e1dfbda15e433afb3997fed,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/diagnostic.py,623e5a92efd18e9c33686328de1b874680402687,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/engines.py,b302d455e90a3860eb22bee136102cd47710d72b,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/eval/__init__.py,3074033b39e2c10a0434cb5722632a4e130bd5f4,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/eval/rag_eval.py,6140e042c56036d514c661d43b075d38f1dde26c,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/guardrails/__init__.py,a00b523e49425930f39c2ae22e7522241ac9c47b,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/guardrails/io_guard.py,61e235c9ef10c9d9b24d69a76f040d9ccdc527a9,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/hardware/__init__.py,813ef5bbd68007b762394f988ec7015135389532,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/hardware/detect.py,5e4a7a692c614227a620958f7f01dbe6862c79d6,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/hardware/drivers.py,da0a8ddd9c5c5d5648552234e2d69555b49c9a1c,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/i18n/__init__.py,baeaf91d30319e35661019618188885d0ab190df,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/ide/__init__.py,1e2dadd9bf7b21d185ef2bb0c7b081f818903c0b,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/ide/bootstrap.py,2b5be8f9bfdd21bf97d26bd6662e27d95bbffd6e,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/ide/guard_fs.py,fc9479be15b69971ae220ed98b4f74a5088e33c8,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/loop.py,c0d84df9924693b556f3cbd47139aa02ee60093c,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/models/__init__.py,48fa978ef9ff287e132089ee05f98baae6816844,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/models/_locking.py,131c898535c9b0606d8259a1a9bf38ef5271017b,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/models/budget.py,e6e1d79111d77639de9963b041507fb17d7110ba,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/models/gateway.py,faf203525e1631c591148aa7812fbb4091e488ad,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/models/local.py,07983246c809adae022fe51cbe6a085af0409be6,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/models/metering_guard.py,ac123269c0a8caab4debec4d6202291a9800548e,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/models/probe.py,3944096dbccc4b73827dac401baf5a964d57c245,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/models/routes.py,5dbc05ef134967cdb846914079bc35288bffa84c,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/models/strategy.py,5e76a8110788982b62ea06d0f98b82edfafb598b,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/models/vault.py,ce99f0368ec133ce9f5022b3e8b77251e8835a7a,L08,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-secrets,
src/forgeai/network/__init__.py,58c3e2c895d3dbf5d025d1cf304796ece372756b,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/network/bootstrap.py,6ea71c6c2377fdd60bccf72b39ac34e256b360f5,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/network/discover.py,4d43cb3f8ad0e6a345b7a9d3923bd01e89195baf,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/network/keys.py,c939e6e0715ac7b1b8e9a840fccce918c1df2411,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/network/node_add.py,e1a453965c41ea31afd12e43c7d6b47a1bd6adb8,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/network/nodes.py,fed398409396de8bcdf52e4c738dba6f5245de40,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/network/prepare.py,4fde6c48e7368c016cc736fd5696bd43584bf2ae,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/network/remote_probe.py,eee2afe23216ffa6aec117c8e9afaacef2d968a7,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/network/tailscale.py,8f65a5e294faf087288d752647435776e36b5a30,L06,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/observability/__init__.py,cb0365ba9a108bad9ae8889520985c966e7611cc,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/observability/langfuse.py,b8e6a4be6919f270cc0eb54093a0039863800470,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/planner/__init__.py,30874f23fa9aa141c27b94c526ef91f43272aa52,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/planner/assemble.py,9db570e71f7e264624e1db872fbaa6fcdba83e5d,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/planner/profile.py,234904fe949081d2600ecef9207e15b279e5feb6,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/portability.py,73f620a4eb200053cbe1588bdf4ede154c067486,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/preflight.py,57a856501e4b161526c40151749ee61c949b3e21,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/rag/__init__.py,865b7e933d4231441a5b59c3ef8b7f455de08069,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/rag/client.py,8504c414b2db28526d6482d92cac865a92858808,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/rag/hardened.py,afc91cf84af33a37af91d895046cd0b7675055ce,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/renderers/__init__.py,8b290a3e7094e416ac20d87b97f1525896e42fff,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/renderers/_openbao.py,abbd5c80607f1c3e4b6da9b8b5e5407f88832862,L08,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-secrets,
src/forgeai/renderers/compose.py,2f2d1bc5406ad3cae4458d0ed9620169e578c511,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/renderers/k3s.py,3d9ccbf27b1070764226535a49323cdc2e7c2d18,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/renderers/litellm_config.py,d7fd866c5f2ccbd888d8a8eb58ad81c2945c7ef7,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/resources.py,05e6e3b63539abd81967356f74094e8a7f2bd378,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/secrets/__init__.py,0417e5474e2c13998d12c6b1c2bcaba85890e2e7,L08,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-secrets,
src/forgeai/secrets/openbao_init.py,5f1e3f4a852dd779790898e15b621395479dfdb6,L08,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-secrets,
src/forgeai/secrets/vault.py,90948feb15de7b90ac4e31f48c7fc34eb4fa8484,L08,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-secrets,
src/forgeai/stacks.py,fba50ae82fb51e0f1b273460aea96afa7f1a1d7f,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/status.py,9f82f5226ab2331bf781fd40844dc6cc4baaa270,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/templates.py,9aa73e61c80ae4f7585fc81fc1c1e52f71bd5d2c,L05,SCAN,bandit|semgrep|ruff|mypy|radon|vulture|couverture,
src/forgeai/web/__init__.py,8de6bdcad6a2fbcc47e2dd1fea9252ea0a6fbc12,L07,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/web/assets/adoption.js,5560cf26cfde041d06f0587128fa463520dc90a2,L18,SCAN|LECTURE,eslint|xss|tests-node,
src/forgeai/web/assets/app.css,28d51ba98e2ef0a1dcf6e2c8cb87a69268c04450,L18,SCAN|LECTURE,eslint|xss|tests-node,
src/forgeai/web/assets/app.js,fb9bc89b4dac5b6a6e9b103166ee8f3a88b80f0d,L18,SCAN|LECTURE,eslint|xss|tests-node,
src/forgeai/web/assets/engine_filter.js,ce7d86577a6350592de2968605fda9046bd370fa,L18,SCAN|LECTURE,eslint|xss|tests-node,
src/forgeai/web/assets/index.html,e8a965f01d347d765003ffbfced123cb0f3439ca,L18,SCAN|LECTURE,eslint|xss|tests-node,
src/forgeai/web/ratelimit.py,3c3cd49fb2e7c535baadfabd4b8bff30e5057de7,L07,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
src/forgeai/web/server.py,b23eed2dccbafe9704f517e8c66ea37a544bd103,L07,SCAN|LECTURE,bandit|semgrep|ruff|mypy|lecture-securite,
stories/B-20.md,7c179765dc3c190321ba90a994a8b46188707b0a,L15,LECTURE,reconciliation-affirmations,
stories/B-20b.md,0f533679aa951a7f395bf1810a01260b0cfa078d,L15,LECTURE,reconciliation-affirmations,
stories/B-23.md,98a24427ce68f2e98db6edd8413ecc18d76f3cf9,L15,LECTURE,reconciliation-affirmations,
stories/B-24.md,cebe92e768e959a4bc669f9867f83d4ced6b9c52,L15,LECTURE,reconciliation-affirmations,
stories/BC-models-remediation.md,79ce1170ce62a5d3486c2ae5c58292d13ea1a2c9,L15,LECTURE,reconciliation-affirmations,
stories/CAP-033A.md,d67b99876d1be34b13c50512a15e003f38091359,L15,LECTURE,reconciliation-affirmations,
stories/CLI-013.md,17421e072981be988031134353abbbc90c195212,L15,LECTURE,reconciliation-affirmations,
stories/CLI-036.md,dcc9678fe2de13820419d007e6bc45f0da934010,L15,LECTURE,reconciliation-affirmations,
stories/COMPOSE-025.md,1160a99945b797c71efee6ee894fd74bd2d53c04,L15,LECTURE,reconciliation-affirmations,
stories/D2.md,4a8af13a497b7fdad6dc479440613619d2d2a6dc,L15,LECTURE,reconciliation-affirmations,
stories/D3.md,378c875167d2af94a9d02a441e8546d384196a87,L15,LECTURE,reconciliation-affirmations,
stories/D4.md,a1870bcca6a673669a5bac2f8433a03ed43b9484,L15,LECTURE,reconciliation-affirmations,
stories/DATA-002.md,a1bdd73e35cc4fe32758a1345a5e5991104b567f,L15,LECTURE,reconciliation-affirmations,
stories/DATA-002B.md,cca3b90ba2c9a3686e16f79d68926ccad236224a,L15,LECTURE,reconciliation-affirmations,
stories/DATA-003.md,5f2eb956281cd6805c60a6704558c2ba036afc69,L15,LECTURE,reconciliation-affirmations,
stories/DOC-032.md,718e4bb51b45c5a488728a7243869f8ff1b918b9,L15,LECTURE,reconciliation-affirmations,
stories/ERR-041A.md,2432e4a3cc5b7274cf357e9518fb0807131dc84d,L15,LECTURE,reconciliation-affirmations,
stories/ERR-041B.md,b689a206676f68ed70816d316aecda4df67e86f5,L15,LECTURE,reconciliation-affirmations,
stories/ERR-041C.md,92c5e84a8215b0d01431d6a4932757fd2c8827b8,L15,LECTURE,reconciliation-affirmations,
stories/GPU-034.md,1883183eab3868cff84776b9a6f3f23169a11037,L15,LECTURE,reconciliation-affirmations,
stories/HEALTH-028A.md,e873eb59594c04c6ff8a1ae55f27303593b7fcf3,L15,LECTURE,reconciliation-affirmations,
stories/HEALTH-028B.md,080eff58e9dafdcf96eb0d8a48936ac5d5a4fbe2,L15,LECTURE,reconciliation-affirmations,
stories/HEALTH-029.md,905a1dce2a868e5065deee940d1dff6b9428c29d,L15,LECTURE,reconciliation-affirmations,
stories/HW-009.md,12b1acacde5deb69d258df0b0b9036f01873bf6f,L15,LECTURE,reconciliation-affirmations,
stories/HW-010.md,d795d59be9440caf0c28a82a55da8adca2048e76,L15,LECTURE,reconciliation-affirmations,
stories/HW-037.md,6299c654c9e8724f53be46005cc2459dec360bec,L15,LECTURE,reconciliation-affirmations,
stories/I18N-031.md,3527e2f78d0406332324d96728a5daa14db8988b,L15,LECTURE,reconciliation-affirmations,
stories/I18N-041.md,7924698f68f1037aebc0a00c51c3e198ff06311f,L15,LECTURE,reconciliation-affirmations,
stories/I18N-042.md,835360dabefb92123a2d1bc9960452346649b948,L15,LECTURE,reconciliation-affirmations,
stories/K8S-008.md,f09af2d0ce428a2efd00f05633da902ae30910f5,L15,LECTURE,reconciliation-affirmations,
stories/K8S-022.md,e8747ae1879f04bcdf975eefd0b4a14ce287e6a5,L15,LECTURE,reconciliation-affirmations,
stories/K8S-023.md,f3f6b7b14bbc34975fe0492a27b012c85ae2f347,L15,LECTURE,reconciliation-affirmations,
stories/K8S-024.md,2688ba5cb1b7c52f17351330a745647768d137e5,L15,LECTURE,reconciliation-affirmations,
stories/K8S-027.md,1fd507f1dd586137148f403a21da630fd05706de,L15,LECTURE,reconciliation-affirmations,
stories/LAB-033A.md,d8d7b0eb5c748798ad810b60bfa60bbc919e3d69,L15,LECTURE,reconciliation-affirmations,
stories/LAB-033I.md,0468d987f42fbe01efb82222f69189aa1745c0dc,L15,LECTURE,reconciliation-affirmations,
stories/LAB-033N.md,8a7b058a503cd89351d3e0d9cfa5f0f65b20b91c,L15,LECTURE,reconciliation-affirmations,
stories/OPS-031A.md,a3c1e22d16aee54aeb6698e3132a33233372977b,L15,LECTURE,reconciliation-affirmations,
stories/OPS-031B.md,5f16f246477bd012058c3943f6c4dd38d4816e48,L15,LECTURE,reconciliation-affirmations,
stories/OPS-031C.md,a871a07d407103ca95f5b8c37106ba757b646571,L15,LECTURE,reconciliation-affirmations,
stories/OPS-031D.md,33a01ff52c954d771749a0a1b3d5e1097ee44032,L15,LECTURE,reconciliation-affirmations,
stories/OPS-031E.md,59e60323879ade5648d7df233197422cd3d73547,L15,LECTURE,reconciliation-affirmations,
stories/OPT-001.md,aaa6dd4208f796092be45c0a4348392bf44b4e8f,L15,LECTURE,reconciliation-affirmations,
stories/OPT-002.md,29fc74ad507a7cef35999d3a61699055d8b6ddf4,L15,LECTURE,reconciliation-affirmations,
stories/ORCH-001.md,29f920b69ca6a4e6e7fec73a914d51c379f78ae1,L15,LECTURE,reconciliation-affirmations,
stories/PERF-030A.md,687f6bcc165313fd77bdee78dfde5da886212294,L15,LECTURE,reconciliation-affirmations,
stories/PERF-030B.md,0d955189c8a4510c71ce50664a8c1fcfbb62eb0e,L15,LECTURE,reconciliation-affirmations,
stories/PLACE-011.md,c66820ec7cfe250a6f52ff44dbec6d79bd5931b5,L15,LECTURE,reconciliation-affirmations,
stories/PLACE-026A.md,e804193983dbf707ef6803462fba4e462f6dbfd0,L15,LECTURE,reconciliation-affirmations,
stories/PLACE-026B.md,eebc532aaa9ef00f5c4f74d0f2de150737eea294,L15,LECTURE,reconciliation-affirmations,
stories/PORT-286.md,c90a14a91de26c4a74ea7f0817faaa3db759c905,L15,LECTURE,reconciliation-affirmations,
stories/PORT-TESTPROC.md,529fe6f16fadd6dcc13ec48ef44744e13b16d204,L15,LECTURE,reconciliation-affirmations,
stories/RAG-004A.md,0515c6ee16eec534a40be9c0b897058dbaa1b5d7,L15,LECTURE,reconciliation-affirmations,
stories/RAG-004B.md,8be9e3a1fbce00aba3e2f47781ce809e86923342,L15,LECTURE,reconciliation-affirmations,
stories/RAG-005.md,f2532f9d202bcde971f2b0a51ff17aa3d65b5a99,L15,LECTURE,reconciliation-affirmations,
stories/REG-029A.md,e7de9bb7fee180f338ad8fa6a4d73b37457549d0,L15,LECTURE,reconciliation-affirmations,
stories/REG-029B.md,cab19e38a798c28904a4b86b30504eec5c55a6c5,L15,LECTURE,reconciliation-affirmations,
stories/REL-038A.md,e19ed9d633db1d3152239edb98fd07f38eae9954,L15,LECTURE,reconciliation-affirmations,
stories/REL-038B.md,6548ec6b00cea75f33b7d4a0dc2b3b83ab3b521b,L15,LECTURE,reconciliation-affirmations,
stories/REL-038C.md,cef1d48a3ad21aa42076c00cdabafc99ef295816,L15,LECTURE,reconciliation-affirmations,
stories/RES-012A.md,fe4ae1ef4dd9dd0b64fe29f8508650656cbea65e,L15,LECTURE,reconciliation-affirmations,
stories/RES-012B.md,066b9b8d1abd04e9a7f4ba455328fa4b0130b479,L15,LECTURE,reconciliation-affirmations,
stories/REV-043.md,9ad7b0e07395f3d61b6e920b2292b3666dae834a,L15,LECTURE,reconciliation-affirmations,
stories/SAST-042.md,735c6b1a2126c3211ca542a35cfb90832207029a,L15,LECTURE,reconciliation-affirmations,
stories/SEC-SVCSPEC-INJECT.md,85accb57b5b72cc8fd976a306aab8211ac6ee745,L15,LECTURE,reconciliation-affirmations,
stories/SEC-YAML-INJECT.md,193740e0681d73fb24ae718b6b854741661a4f56,L15,LECTURE,reconciliation-affirmations,
stories/SECRET-020A.md,1ea67e9b5e31af787f0b3667c1d88f4424af87df,L15,LECTURE,reconciliation-affirmations,
stories/SECRET-020B.md,a2ea00b4ee74e8c81b40d944f19052e181b32b6c,L15,LECTURE,reconciliation-affirmations,
stories/SECRET-020C.md,b729a02375ec425082f3ec060f55f23cb2537ea0,L15,LECTURE,reconciliation-affirmations,
stories/SSH-007.md,cf632ef67c385d73685f3e4d491e58fddbee5b38,L15,LECTURE,reconciliation-affirmations,
stories/SSH-021.md,3efc8f0a94ff199ec4c4770e10099d0451a369d9,L15,LECTURE,reconciliation-affirmations,
stories/SSH-030.md,08a1c51b42102bd354227011a737aa5603b379ca,L15,LECTURE,reconciliation-affirmations,
